TTPIA A/V Box,format,TTPIAavid,NORMALIZED_CALL_NO,ttpia reel #,#,of,#,BIB_ID,date / range,extent,medium,new title,creator,description note,TITLE,reformatting note,,YYYY,,MM,,DD,
RR7 06,"7.25x7.5""",,MFILM V10001 REEL 1749 FRAME NA,1749,01,of,01,26360,1977,(1 TAPE),audio,narration and sound track for esg filmstrip on building a micronesia nation. the constitution.,,,NARRATION AND SOUND TRACK FOR ESG FILMSTRIP ON BUILDING A MICRONESIA NATION. THE CONSTITUTION.,,.,,,,,,
RR7 06,"7.25x7.5""",,MFILM V10001 REEL 1750 FRAME NA,1750,01,of,01,26361,1975,(1 TAPE),audio,"Interview with erwin canhan, resident commissioner of the cnmi, april 29, 1975.",ESG Dialog for Micronesia,,"DIALOGUE FOR MICRONESIA - INTERVIEW WITH ERWIN CANHAN, RESIDENT COMMISSIONER OF THE CNMI, APRIL 29, 1975.",,.,,,,,,
RR7 06,"7.25x7.5""",,MFILM V10001 REEL 1751 FRAME NA,1751,01,of,01,26362,1974,(1 TAPE),audio,"statement by the ttpi high commissioner johnston creating the task force on education for self-government. political education, january 21, 1974.",,,"STATEMENT BY THE TTPI HIGH COMMISSIONER JOHNSTON CREATING THE TASK FORCE ON EDUCATION FOR SELF-GOVERNMENT. POLITICAL EDUCATION, JANUARY 21, 1974.",,.,,,,,,
RR7 06,"7.25x7.5""",,MFILM V10001 REEL 1752 FRAME NA,1752,01,of,01,26363,1978,(1 TAPE),audio,"interview with the ttpi high commissioner adrian p. winkel, march 9, 1978 press conference.",,,"INTERVIEW WITH THE TTPI HIGH COMMISSIONER ADRIAN P. WINKEL, MARCH 9, 1978 PRESS CONFERENCE.",,.,,,,,,
RR7 06,"7.25x7.5""",,MFILM V10001 REEL 1753 FRAME NA,1753,01,of,02 c1,26364,1974,"(2 REELS, 2 PARTS)",audio,"Interview with senator edward pangelinan, chairman of marianas political status commission, december 1974.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR EDWARD PANGELINAN, CHAIRMAN OF MARIANAS POLITICAL STATUS COMMISSION, DECEMBER 1974.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1753 FRAME NA,1753,01,of,02 c2,26364,1974,"(2 REELS, 2 PARTS)",audio,"Interview with senator edward pangelinan, chairman of marianas political status commission, december 1974.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR EDWARD PANGELINAN, CHAIRMAN OF MARIANAS POLITICAL STATUS COMMISSION, DECEMBER 1974.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1753 FRAME NA,1753,02,of,02 c1,26364,1974,"(2 REELS, 2 PARTS)",audio,"Interview with senator edward pangelinan, chairman of marianas political status commission, december 1974.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR EDWARD PANGELINAN, CHAIRMAN OF MARIANAS POLITICAL STATUS COMMISSION, DECEMBER 1974.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1753 FRAME NA,1753,02,of,02 c2,26364,1974,"(2 REELS, 2 PARTS)",audio,"Interview with senator edward pangelinan, chairman of marianas political status commission, december 1974.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR EDWARD PANGELINAN, CHAIRMAN OF MARIANAS POLITICAL STATUS COMMISSION, DECEMBER 1974.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1754 FRAME NA,1754,01,of,02 c1,26365,1975,"(2 REELS, PART 1 AND 2) (1 SET - 1 & 2, 2 EXTRA PART 1'S)",audio,"Interview with senator senator petrus tun, education, political status, etc. february 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR SENATOR PETRUS TUN, EDUCATION, POLITICAL STATUS, ETC. FEBRUARY 21, 1975.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1754 FRAME NA,1754,01,of,02 c2,26365,1975,"(2 REELS, PART 1 AND 2) (1 SET - 1 & 2, 2 EXTRA PART 1'S)",audio,"Interview with senator senator petrus tun, education, political status, etc. february 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR SENATOR PETRUS TUN, EDUCATION, POLITICAL STATUS, ETC. FEBRUARY 21, 1975.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1754 FRAME NA,1754,02,of,02 c1,26365,1975,"(2 REELS, PART 1 AND 2) (1 SET - 1 & 2, 2 EXTRA PART 1'S)",audio,"Interview with senator senator petrus tun, education, political status, etc. february 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR SENATOR PETRUS TUN, EDUCATION, POLITICAL STATUS, ETC. FEBRUARY 21, 1975.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1754 FRAME NA,1754,02,of,02 c2,26365,1975,"(2 REELS, PART 1 AND 2) (1 SET - 1 & 2, 2 EXTRA PART 1'S)",audio,"Interview with senator senator petrus tun, education, political status, etc. february 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR SENATOR PETRUS TUN, EDUCATION, POLITICAL STATUS, ETC. FEBRUARY 21, 1975.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1775 FRAME NA,1775,01,of,01,26366,1974,(1 REEL),audio,"Interview with senator edward dlg panagelinan, chairman of marianas political status commission, july 24, 1974. ",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR EDWARD DLG PANAGELINAN, CHAIRMAN OF MARIANAS POLITICAL STATUS COMMISSION, JULY 24, 1974. ",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1777 FRAME NA,1777,01,of,01,26368,1974,(1 REEL),audio,"Interview with senator tosiwo nakayama as chairman of the pre convention committee, constitutional convention, 8/26/1974.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR TOSIWO NAKAYAMA AS CHAIRMAN OF THE PRE CONVENTION COMMITTEE, CONSTITUTIONAL CONVENTION, 8/26/1974.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1778 FRAME NA,1778,01,of,01,26369,1975,(CONGRESSIONAL ACTIVITIES/POLITICAL STATUS) (1 RE 1975,audio,"Interview with president tosiwo nakayama and speaker bethwel henry of congress of micronesia, january 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH PRESIDENT TOSIWO NAKAYAMA AND SPEAKER BETHWEL HENRY OF CONGRESS OF MICRONESIA, JANUARY 21, 1975.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1779 FRAME NA,1779,01,of,02,26370,1976,(1 TAPE),audio,"Interview with president tosiwo nakayama of cong. of micronesia senate. political status/constitution/economic development. january 29, 1976.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH PRESIDENT TOSIWO NAKAYAMA OF CONG. OF MICRONESIA SENATE. POLITICAL STATUS/CONSTITUTION/ECONOMIC DEVELOPMENT. JANUARY 29, 1976.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1779 FRAME NA,1779,02,of,02,26370,1976,(1 TAPE),audio,"Interview with president tosiwo nakayama of cong. of micronesia senate. political status/constitution/economic development. january 29, 1976.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH PRESIDENT TOSIWO NAKAYAMA OF CONG. OF MICRONESIA SENATE. POLITICAL STATUS/CONSTITUTION/ECONOMIC DEVELOPMENT. JANUARY 29, 1976.",,.,,,,,,
RR7 07,"7.25x7.5""",,MFILM V10001 REEL 1780 FRAME NA,1780,01,of,01,26371,1969,(1 TAPE),audio,"february 1, 1969 m.n.s. interview with dr. j. w. davidson of australia national university, (pacific history) self determination in the pacific.",,,"FEBRUARY 1, 1969 M.N.S. INTERVIEW WITH DR. J. W. DAVIDSON OF AUSTRALIA NATIONAL UNIVERSITY, (PACIFIC HISTORY) SELF DETERMINATION IN THE PACIFIC.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1781 FRAME NA,1781,01,of,02,26372,1976,(1 TAPE),audio,"Interview with the united nations visiting mission, march 8, 1976.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH THE UNITED NATIONS VISITING MISSION, MARCH 8, 1976.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1781 FRAME NA,1781,02,of,02,26372,1976,(1 TAPE),audio,"Interview with the united nations visiting mission, march 8, 1976.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH THE UNITED NATIONS VISITING MISSION, MARCH 8, 1976.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1784 FRAME NA,1784,01,of,01,26375,1975,(1 TAPE),audio,radio interview with fred m. zeder by m.n.s. reporter derson ramon after 2nd trip to the trust territory of the pacific islands.,,,RADIO INTERVIEW WITH FRED M. ZEDER BY M.N.S. REPORTER DERSON RAMON AFTER 2ND TRIP TO THE TRUST TERRITORY OF THE PACIFIC ISLANDS.,,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1785 FRAME NA,1785,01,of,01,26376,1975,(1 TAPE),audio,political education radio program - dialogue for micronesia interview with fred m. zeder after 1st trip to the trust territory of the pacific islands.,,,POLITICAL EDUCATION RADIO PROGRAM - DIALOGUE FOR MICRONESIA INTERVIEW WITH FRED M. ZEDER AFTER 1ST TRIP TO THE TRUST TERRITORY OF THE PACIFIC ISLANDS.,,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1787 FRAME NA,1787,01,of,01,26378,1972,(1 TAPE),audio,"interview with amb f. haydon williams concerning separate talks with marianas regarding political status, december 14, 1972.",,,"INTERVIEW WITH AMB F. HAYDON WILLIAMS CONCERNING SEPARATE TALKS WITH MARIANAS REGARDING POLITICAL STATUS, DECEMBER 14, 1972.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1790 FRAME NA,1790,01,of,02,26381,1972,"(CEREMONIES AND PLENARY) (2 TAPES, 2 CC)",audio,"opening round of marianas political status talks on saipan, december 13, 1972.",,,"OPENING ROUND OF MARIANAS POLITICAL STATUS TALKS ON SAIPAN, DECEMBER 13, 1972.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1790 FRAME NA,1790,02,of,02,26381,1972,"(CEREMONIES AND PLENARY) (2 TAPES, 2 CC)",audio,"opening round of marianas political status talks on saipan, december 13, 1972.",,,"OPENING ROUND OF MARIANAS POLITICAL STATUS TALKS ON SAIPAN, DECEMBER 13, 1972.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1791 FRAME NA,1791,01,of,01,26382,1975,"(1 TAPE, 10 MINUTES)",audio,"Remarks by senator pete a. tenorio in the senate, congress of micronesia on political alternative and marianas separation, june 27, 1975.",Micornesia News Service (MNS),,"(MNS) REMARKS BY SENATOR PETE A. TENORIO IN THE SENATE, CONGRESS OF MICRONESIA ON POLITICAL ALTERNATIVE AND MARIANAS SEPARATION, JUNE 27, 1975.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1793 FRAME NA,1793,01,of,02,26384,1968,"(2 TAPES, 2 CC)",audio,"micronesia news service press conference with ttpi high commissioner william norwood, july 30, 1968.",,,"MICRONESIA NEWS SERVICE PRESS CONFERENCE WITH TTPI HIGH COMMISSIONER WILLIAM NORWOOD, JULY 30, 1968.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1793 FRAME NA,1793,02,of,02,26384,1968,"(2 TAPES, 2 CC)",audio,"micronesia news service press conference with ttpi high commissioner william norwood, july 30, 1968.",,,"MICRONESIA NEWS SERVICE PRESS CONFERENCE WITH TTPI HIGH COMMISSIONER WILLIAM NORWOOD, JULY 30, 1968.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1795 FRAME NA,1795,01,of,01,26386,1969,"(1 TAPE, 40 MINUTES)",audio,"interview of joint committee on future status, jcfs. future political status commission: olter, kabua and palacios, april 28, 1969.",,,"INTERVIEW OF JOINT COMMITTEE ON FUTURE STATUS, JCFS. FUTURE POLITICAL STATUS COMMISSION: OLTER, KABUA AND PALACIOS, APRIL 28, 1969.",,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1796 FRAME NA,1796,01,of,01,26387,1970,"(1 TAPE, 15 MINUTES)(UNDATED BUT AFTER 1969) PRESENTING REPORT ON COMMO- NWEALTH OFFER BY U. S.",audio,speech by senator lazarus salii to congress of micronesia concerning political status.,,,SPEECH BY SENATOR LAZARUS SALII TO CONGRESS OF MICRONESIA CONCERNING POLITICAL STATUS.,,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1797 FRAME NA,1797,01,of,01,26388,1976,"(1 TAPE, 10 MINUTES)",audio,statement by ambassador manhard to palauan leaders in september 1976 regarding political status and compact.,,,STATEMENT BY AMBASSADOR MANHARD TO PALAUAN LEADERS IN SEPTEMBER 1976 REGARDING POLITICAL STATUS AND COMPACT.,,.,,,,,,
RR7 08,"7.25x7.5""",,MFILM V10001 REEL 1798 FRAME NA,1798,01,of,01,26389,1979,"(1 TAPE, REEL)",audio + reel,"bi-lateral u. s./marshall islands political status negotiation session, january 22, 1979.",,,"BI-LATERAL U. S./MARSHALL ISLANDS POLITICAL STATUS NEGOTIATION SESSION, JANUARY 22, 1979.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1801 FRAME NA,1801,01,of,01,26392,1970,"(28 MINUTES, 1 TAPE)",audio,"m.n.s. interview with senator olympio borja relating to commonwealth status for micronesia, august 18, 1970.",,,"M.N.S. INTERVIEW WITH SENATOR OLYMPIO BORJA RELATING TO COMMONWEALTH STATUS FOR MICRONESIA, AUGUST 18, 1970.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1802 FRAME NA,1802,01,of,01,26393,1973,(1 TAPE),audio,recording of hearings in ponape by the subcommittees of the joint committee on future status - political education program.,,,RECORDING OF HEARINGS IN PONAPE BY THE SUBCOMMITTEES OF THE JOINT COMMITTEE ON FUTURE STATUS - POLITICAL EDUCATION PROGRAM.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1803 FRAME NA,1803,01,of,04,26394,1970,"(4 TAPES, 4 CC)",audio,series of 4 radio programs prepared by the congress of micronesia for political education by mike malone and elias thomas.,,,SERIES OF 4 RADIO PROGRAMS PREPARED BY THE CONGRESS OF MICRONESIA FOR POLITICAL EDUCATION BY MIKE MALONE AND ELIAS THOMAS.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1803 FRAME NA,1803,02,of,04,26394,1970,"(4 TAPES, 4 CC)",audio,series of 4 radio programs prepared by the congress of micronesia for political education by mike malone and elias thomas.,,,SERIES OF 4 RADIO PROGRAMS PREPARED BY THE CONGRESS OF MICRONESIA FOR POLITICAL EDUCATION BY MIKE MALONE AND ELIAS THOMAS.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1803 FRAME NA,1803,03,of,04,26394,1970,"(4 TAPES, 4 CC)",audio,series of 4 radio programs prepared by the congress of micronesia for political education by mike malone and elias thomas.,,,SERIES OF 4 RADIO PROGRAMS PREPARED BY THE CONGRESS OF MICRONESIA FOR POLITICAL EDUCATION BY MIKE MALONE AND ELIAS THOMAS.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1803 FRAME NA,1803,04,of,04,26394,1970,"(4 TAPES, 4 CC)",audio,series of 4 radio programs prepared by the congress of micronesia for political education by mike malone and elias thomas.,,,SERIES OF 4 RADIO PROGRAMS PREPARED BY THE CONGRESS OF MICRONESIA FOR POLITICAL EDUCATION BY MIKE MALONE AND ELIAS THOMAS.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1806 FRAME NA,1806,01,of,01,26397,1974,(1 TAPE),audio,"radio program produced in truk describing traditional land customs in truk (in english), peter maipi narrating.",,,"RADIO PROGRAM PRODUCED IN TRUK DESCRIBING TRADITIONAL LAND CUSTOMS IN TRUK (IN ENGLISH), PETER MAIPI NARRATING.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1808 FRAME NA,1808,01,of,02,26399,1976,"(SATIRE) (1 TAPE, 2 COPIES)",audio,"senator john a. mangefel (yap) reading letter from ""cousin ngabchey"" describing the u. s. for micronesians.",,,"SENATOR JOHN A. MANGEFEL (YAP) READING LETTER FROM ""COUSIN NGABCHEY"" DESCRIBING THE U. S. FOR MICRONESIANS.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1808 FRAME NA,1808,02,of,02,26399,1976,"(SATIRE) (1 TAPE, 2 COPIES)",audio,"senator john a. mangefel (yap) reading letter from ""cousin ngabchey"" describing the u. s. for micronesians.",,,"SENATOR JOHN A. MANGEFEL (YAP) READING LETTER FROM ""COUSIN NGABCHEY"" DESCRIBING THE U. S. FOR MICRONESIANS.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1809 FRAME NA,1809,01,of,01,26400,,(POOR QUALITY) TESTIMONY IN CONGRESS OF MICRONESIA (?)) (1 TAPE),audio,"discussion of public land holdings in the ttpi with kozo tamada, the chief of the tt land office.",,,"DISCUSSION OF PUBLIC LAND HOLDINGS IN THE TTPI WITH KOZO TAMADA, THE CHIEF OF THE TT LAND OFFICE.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1810 FRAME NA,1810,01,of,01,26401,1964 / 1965,(1 TAPE),audio,ttpi hicom nucker (?) discussion about kwajalein land payments at meeting in marshalls about 1964-1965. tape unidentified and undated.,,,TTPI HICOM NUCKER (?) DISCUSSION ABOUT KWAJALEIN LAND PAYMENTS AT MEETING IN MARSHALLS ABOUT 1964-1965. TAPE UNIDENTIFIED AND UNDATED.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1811 FRAME NA,1811,01,of,01,26402,1960,(1 TAPE) (ALSO SEVERAL PAPERS OF HICOM NOTES IN TAPE BOX) ,audio,"tt hicom d. h. nucker on marshall islands land payments, 3/9/1960, at marshall islands courthouse. translator ferdinand.",,,"TT HICOM D. H. NUCKER ON MARSHALL ISLANDS LAND PAYMENTS, 3/9/1960, AT MARSHALL ISLANDS COURTHOUSE. TRANSLATOR FERDINAND.",,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1816 FRAME NA,1816,01,of,01,26407,1968,(1 TAPE),audio,discussion of water resources in roi namur. undated and unidentified persons - maybe relating to condemnation proceedings.,,,DISCUSSION OF WATER RESOURCES IN ROI NAMUR. UNDATED AND UNIDENTIFIED PERSONS - MAYBE RELATING TO CONDEMNATION PROCEEDINGS.,,.,,,,,,
RR7 09,"7.25x7.5""",,MFILM V10001 REEL 1819 FRAME NA,1819,01,of,01,26410,1968,(1 TAPE),audio,"interview with mort colodny, economic development officer for ponape. economic development condition in pohnpei.",,,"INTERVIEW WITH MORT COLODNY, ECONOMIC DEVELOPMENT OFFICER FOR PONAPE. ECONOMIC DEVELOPMENT CONDITION IN POHNPEI.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1820 FRAME NA,1820,01,of,02,26411,1971,(ALSO DISTAD FRANCISCO ADA) (2 TAPE),audio,"opening statements by wyman x. zachary and tt hicom johnston at conference on economic development, royal taga hotel, 9-12 february.",,,"OPENING STATEMENTS BY WYMAN X. ZACHARY AND TT HICOM JOHNSTON AT CONFERENCE ON ECONOMIC DEVELOPMENT, ROYAL TAGA HOTEL, 9-12 FEBRUARY.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1820 FRAME NA,1820,02,of,02,26411,1971,(ALSO DISTAD FRANCISCO ADA) (2 TAPE),audio,"opening statements by wyman x. zachary and tt hicom johnston at conference on economic development, royal taga hotel, 9-12 february.",,,"OPENING STATEMENTS BY WYMAN X. ZACHARY AND TT HICOM JOHNSTON AT CONFERENCE ON ECONOMIC DEVELOPMENT, ROYAL TAGA HOTEL, 9-12 FEBRUARY.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1822 FRAME NA,1822,01,of,01,26413,1971,(1 TAPE),audio,"discussion of real estate appraisal in micronesia. 5 minutes with no identification with special reference to kwajalein, 9/1/71. erased after first 5 minutes.",,,"DISCUSSION OF REAL ESTATE APPRAISAL IN MICRONESIA. 5 MINUTES WITH NO IDENTIFICATION WITH SPECIAL REFERENCE TO KWAJALEIN, 9/1/71. ERASED AFTER FIRST 5 MINUTES.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1824 FRAME NA,1824,01,of,01,26415,1971,(1 TAPE),audio,"special taped program of the funeral of traditional chief petrus mailo, september 15, 1971. good quality.",,,"SPECIAL TAPED PROGRAM OF THE FUNERAL OF TRADITIONAL CHIEF PETRUS MAILO, SEPTEMBER 15, 1971. GOOD QUALITY.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1827 FRAME NA,1827,01,of,01,26418,1975,"(1 TAPE, 25 MINUTES)(COM) BY JOE MAFNAS AND OSCAR RAZA AGAINST THE COVENANT AND HERMAN GUERRERO IN SUPPORT OF THE COVENANT, FEBRUARY 17, 1975.",audio,speeches in the house of reps.,,,SPEECHES IN THE HOUSE OF REPS.,,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1828 FRAME NA,1828,01,of,01,26419,1971,"(1 TAPE, 10V MINUTES)",audio,excerpts from pro. independence speeches in the congress of Micronesia. undated and unidentified but about 1971.,,,EXCERPTS FROM PRO. INDEPENDENCE SPEECHES IN THE CONGRESS OF MICRONE- SIA. UNDATED AND UNIDENTIFIED BUT ABOUT 1971.,,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1830 FRAME NA,1830,01,of,01,26421,1977,(1 TAPE),audio,"broadcast interview with amb. peter rosenblatt - omsn, december 2, 1977. political status.",,,"BROADCAST INTERVIEW WITH AMB. PETER ROSENBLATT - OMSN, DECEMBER 2, 1977. POLITICAL STATUS.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1831 FRAME NA,1831,01,of,01,26422,,(POOR RECORDING) (1 TAPE),audio,recording of the 5th round of political status talks. both in palauan and english.,,,RECORDING OF THE 5TH ROUND OF POLITICAL STATUS TALKS. BOTH IN PALAUAN AND ENGLISH.,,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1832 FRAME NA,1832,01,of,02,26423,1977,"(2 TAPES, PART 2 MISSING)",audio,"2 of 3 tapes made of a meeting of the marshall islands status commission on saipan, january 28, 1977. in marshallese.",,,"2 OF 3 TAPES MADE OF A MEETING OF THE MARSHALL ISLANDS STATUS COMMISSION ON SAIPAN, JANUARY 28, 1977. IN MARSHALLESE.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1832 FRAME NA,1832,02,of,02,26423,1977,"(2 TAPES, PART 2 MISSING)",audio,"2 of 3 tapes made of a meeting of the marshall islands status commission on saipan, january 28, 1977. in marshallese.",,,"2 OF 3 TAPES MADE OF A MEETING OF THE MARSHALL ISLANDS STATUS COMMISSION ON SAIPAN, JANUARY 28, 1977. IN MARSHALLESE.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1834 FRAME NA,1834,01,of,01,26433,1973,(1 TAPE),audio,"ponapean local songs by a local group call ""w. s. p. 747.""",,,"PONAPEAN LOCAL SONGS BY A LOCAL GROUP CALL ""W. S. P. 747.""",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1835 FRAME NA,1835,01,of,01,26434,1971,(1 TAPE),audio,ponapean local songs and instrumental musics by a local group by the name of i. m. c.,,,PONAPEAN LOCAL SONGS AND INSTRUMENTAL MUSICS BY A LOCAL GROUP BY THE NAME OF I. M. C.,,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1836 FRAME NA,1836,01,of,01,26435,,(1 TAPE,audio,"ponapean local songs by a local group by the name of ""wkpdl."" the ponapean song about air-micronesia also included.",,,"PONAPEAN LOCAL SONGS BY A LOCAL GROUP BY THE NAME OF ""WKPDL."" THE PONAPEAN SONG ABOUT AIR-MICRONESIA ALSO INCLUDED.",,.,,,,,,
RR7 10,"7.25x7.5""",,MFILM V10001 REEL 1839 FRAME NA,1839,01,of,01,26438,,(TAPE BROKEN IN THE MIDDLE) (1 TAPE),audio,ponapean local songs.,,,PONAPEAN LOCAL SONGS.,,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1841 FRAME NA,1841,01,of,01,26440,,(1 TAPE),audio,marshallese local songs.,,,MARSHALLESE LOCAL SONGS.,,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1842 FRAME NA,1842,01,of,01,26441,1973,(1 TAPE),audio,"ponape vocal and intrumental local musics by a local group called ""wj4."" ",,,"PONAPE VOCAL AND INTRUMENTAL LOCAL MUSICS BY A LOCAL GROUP CALLED ""WJ4."" ",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1843 FRAME NA,1843,01,of,01,26442,1973,(.5 TAPE),audio,"ponapean vocal local songs by a local group called ""w.k.p.d.l."" ",,,"PONAPEAN VOCAL LOCAL SONGS BY A LOCAL GROUP CALLED ""W.K.P.D.L."" ",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1844 FRAME NA,1844,01,of,01,26443,1973,(1 TAPE),audio,"ponapean vocal and instrumental songs by a local group called ""five (5) tigers."" recorded on april 27, 1973.",,,"PONAPEAN VOCAL AND INSTRUMENTAL SONGS BY A LOCAL GROUP CALLED ""FIVE (5) TIGERS."" RECORDED ON APRIL 27, 1973.",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1845 FRAME NA,1845,01,of,01,26444,1972,(1 TAPE),audio,"ponapean vocal songs by a local group called ""w. s. p. #747."" recorded on june 1972.",,,"PONAPEAN VOCAL SONGS BY A LOCAL GROUP CALLED ""W. S. P. #747."" RECORDED ON JUNE 1972.",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1846 FRAME NA,1846,01,of,01,26445,1973,(1 TAPE),audio,"ponapean local songs by a local group called ""w. k. p. d. l."" recorded on may 25, 1973.",,,"PONAPEAN LOCAL SONGS BY A LOCAL GROUP CALLED ""W. K. P. D. L."" RECORDED ON MAY 25, 1973.",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1847 FRAME NA,1847,01,of,01,26446,,(1 TAPE),audio,"ponapean local songs by a local group called ""w. k. p. d. l."" ",,,"PONAPEAN LOCAL SONGS BY A LOCAL GROUP CALLED ""W. K. P. D. L."" ",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1848 FRAME NA,1848,01,of,01,26447,1970,(1 TAPE),audio,"ponapean local songs and instrumental musics by ""the try luck,"" a local group.",,,"PONAPEAN LOCAL SONGS AND INSTRUMENTAL MUSICS BY ""THE TRY LUCK,"" A LOCAL GROUP.",,.,,,,,,
